timestamp,x,y,z
1759160977434,-8.8168,-14.9704,0.9832
1759160977474,-14.2658,-10.2682,-4.4658
1759160977514,-0.0000,-0.0000,9.8000
1759160977554,14.2658,10.2682,24.0658
1759160977594,8.8168,14.9704,18.6168
1759160977634,-8.8168,11.5577,0.9832
1759160977674,-14.2658,1.8800,-4.4658
1759160977714,-0.0000,-8.8168,9.8000
1759160977754,14.2658,-14.7343,24.0658
1759160977794,8.8168,-12.6649,18.6168
1759160977834,-8.8168,-3.7303,0.9832
1759160977874,-14.2658,7.2263,-4.4658
1759160977914,-0.0000,14.2658,9.8000
1759160977954,14.2658,13.5724,24.0658
1759160977994,8.8168,5.5219,18.6168
1759160978034,-8.8168,-5.5219,0.9832
1759160978074,-14.2658,-13.5724,-4.4658
1759160978114,-0.0000,-14.2658,9.8000
1759160978154,14.2658,-7.2263,24.0658
1759160978194,8.8168,3.7303,18.6168
1759160978234,-8.8168,12.6649,0.9832
1759160978274,-14.2658,14.7343,-4.4658
1759160978314,-0.0000,8.8168,9.8000
1759160978354,14.2658,-1.8800,24.0658
1759160978394,8.8168,-11.5577,18.6168
1759160978434,-8.8168,-14.9704,0.9832
1759160978474,-14.2658,-10.2682,-4.4658
1759160978514,-0.0000,-0.0000,9.8000
1759160978554,14.2658,10.2682,24.0658
1759160978594,8.8168,14.9704,18.6168
1759160978634,-8.8168,11.5577,0.9832
1759160978674,-14.2658,1.8800,-4.4658
1759160978714,0.0000,-8.8168,9.8000
1759160978754,14.2658,-14.7343,24.0658
1759160978794,8.8168,-12.6649,18.6168
1759160978834,-8.8168,-3.7303,0.9832
1759160978874,-14.2658,7.2263,-4.4658
1759160978914,-0.0000,14.2658,9.8000
1759160978954,14.2658,13.5724,24.0658
1759160978994,8.8168,5.5219,18.6168
1759160979034,-8.8168,-5.5219,0.9832
1759160979074,-14.2658,-13.5724,-4.4658
1759160979114,0.0000,-14.2658,9.8000
1759160979154,14.2658,-7.2263,24.0658
1759160979194,8.8168,3.7303,18.6168
1759160979234,-8.8168,12.6649,0.9832
1759160979274,-14.2658,14.7343,-4.4658
1759160979314,-0.0000,8.8168,9.8000
1759160979354,14.2658,-1.8800,24.0658
1759160979394,8.8168,-11.5577,18.6168
1759160979434,-8.8168,-14.9704,0.9832
1759160979474,-14.2658,-10.2682,-4.4658
1759160979514,-0.0000,-0.0000,9.8000
1759160979554,14.2658,10.2682,24.0658
1759160979594,8.8168,14.9704,18.6168
1759160979634,-8.8168,11.5577,0.9832
1759160979674,-14.2658,1.8800,-4.4658
1759160979714,-0.0000,-8.8168,9.8000
1759160979754,14.2658,-14.7343,24.0658
1759160979794,8.8168,-12.6649,18.6168
1759160979834,-8.8168,-3.7303,0.9832
1759160979874,-14.2658,7.2263,-4.4658
1759160979914,-0.0000,14.2658,9.8000
1759160979954,14.2658,13.5724,24.0658
1759160979994,8.8168,5.5219,18.6168
1759160980034,-8.8168,-5.5219,0.9832
1759160980074,-14.2658,-13.5724,-4.4658
1759160980114,-0.0000,-14.2658,9.8000
1759160980154,14.2658,-7.2263,24.0658
1759160980194,8.8168,3.7303,18.6168
1759160980234,-8.8168,12.6649,0.9832
1759160980274,-14.2658,14.7343,-4.4658
1759160980314,-0.0000,8.8168,9.8000
1759160980354,14.2658,-1.8800,24.0658
1759160980394,8.8168,-11.5577,18.6168
1759160980434,-8.8168,-14.9704,0.9832
1759160980474,-14.2658,-10.2682,-4.4658
1759160980514,-0.0000,-0.0000,9.8000
1759160980554,14.2658,10.2682,24.0658
1759160980594,8.8168,14.9704,18.6168
1759160980634,-8.8168,11.5577,0.9832
1759160980674,-14.2658,1.8800,-4.4658
1759160980714,0.0000,-8.8168,9.8000
1759160980754,14.2658,-14.7343,24.0658
1759160980794,8.8168,-12.6649,18.6168
1759160980834,-8.8168,-3.7303,0.9832
1759160980874,-14.2658,7.2263,-4.4658
1759160980914,0.0000,14.2658,9.8000
1759160980954,14.2658,13.5724,24.0658
1759160980994,8.8168,5.5219,18.6168
1759160981034,-8.8168,-5.5219,0.9832
1759160981074,-14.2658,-13.5724,-4.4658
1759160981114,-0.0000,-14.2658,9.8000
1759160981154,14.2658,-7.2263,24.0658
1759160981194,8.8168,3.7303,18.6168
1759160981234,-8.8168,12.6649,0.9832
1759160981274,-14.2658,14.7343,-4.4658
1759160981314,-0.0000,8.8168,9.8000
1759160981354,14.2658,-1.8800,24.0658
1759160981394,8.8168,-11.5577,18.6168
1759160981434,-8.8168,-14.9704,0.9832
1759160981474,-14.2658,-10.2682,-4.4658
1759160981514,0.0000,-0.0000,9.8000
1759160981554,14.2658,10.2682,24.0658
1759160981594,8.8168,14.9704,18.6168
1759160981634,-8.8168,11.5577,0.9832
1759160981674,-14.2658,1.8800,-4.4658
1759160981714,0.0000,-8.8168,9.8000
1759160981754,14.2658,-14.7343,24.0658
1759160981794,8.8168,-12.6649,18.6168
1759160981834,-8.8168,-3.7303,0.9832
1759160981874,-14.2658,7.2263,-4.4658
1759160981914,0.0000,14.2658,9.8000
1759160981954,14.2658,13.5724,24.0658
1759160981994,8.8168,5.5219,18.6168
1759160982034,-8.8168,-5.5219,0.9832
1759160982074,-14.2658,-13.5724,-4.4658
1759160982114,-0.0000,-14.2658,9.8000
1759160982154,14.2658,-7.2263,24.0658
1759160982194,8.8168,3.7303,18.6168
1759160982234,-8.8168,12.6649,0.9832
1759160982274,-14.2658,14.7343,-4.4658
1759160982314,0.0000,8.8168,9.8000
1759160982354,14.2658,-1.8800,24.0658
1759160982394,8.8168,-11.5577,18.6168
1759160982434,-8.8168,-14.9704,0.9832
1759160982474,-14.2658,-10.2682,-4.4658
1759160982514,-0.0000,-0.0000,9.8000
1759160982554,14.2658,10.2682,24.0658
1759160982594,8.8168,14.9704,18.6168
1759160982634,-8.8168,11.5577,0.9832
1759160982674,-14.2658,1.8800,-4.4658
1759160982714,-0.0000,-8.8168,9.8000
1759160982754,14.2658,-14.7343,24.0658
1759160982794,8.8168,-12.6649,18.6168
1759160982834,-8.8168,-3.7303,0.9832
1759160982874,-14.2658,7.2263,-4.4658
1759160982914,-0.0000,14.2658,9.8000
1759160982954,14.2658,13.5724,24.0658
1759160982994,8.8168,5.5219,18.6168
1759160983034,-8.8168,-5.5219,0.9832
1759160983074,-14.2658,-13.5724,-4.4658
1759160983114,-0.0000,-14.2658,9.8000
1759160983154,14.2658,-7.2263,24.0658
1759160983194,8.8168,3.7303,18.6168
1759160983234,-8.8168,12.6649,0.9832
1759160983274,-14.2658,14.7343,-4.4658
1759160983314,-0.0000,8.8168,9.8000
1759160983354,14.2658,-1.8800,24.0658
1759160983394,8.8168,-11.5577,18.6168
1759160983434,-8.8168,-14.9704,0.9832
1759160983474,-14.2658,-10.2682,-4.4658
1759160983514,-0.0000,0.0000,9.8000
1759160983554,14.2658,10.2682,24.0658
1759160983594,8.8168,14.9704,18.6168
1759160983634,-8.8168,11.5577,0.9832
1759160983674,-14.2658,1.8800,-4.4658
1759160983714,-0.0000,-8.8168,9.8000
1759160983754,14.2658,-14.7343,24.0658
1759160983794,8.8168,-12.6649,18.6168
1759160983834,-8.8168,-3.7303,0.9832
1759160983874,-14.2658,7.2263,-4.4658
1759160983914,-0.0000,14.2658,9.8000
1759160983954,14.2658,13.5724,24.0658
1759160983994,8.8168,5.5219,18.6168
1759160984034,-8.8168,-5.5219,0.9832
1759160984074,-14.2658,-13.5724,-4.4658
1759160984114,-0.0000,-14.2658,9.8000
1759160984154,14.2658,-7.2263,24.0658
1759160984194,8.8168,3.7303,18.6168
1759160984234,-8.8168,12.6649,0.9832
1759160984274,-14.2658,14.7343,-4.4658
1759160984314,-0.0000,8.8168,9.8000
1759160984354,14.2658,-1.8800,24.0658
1759160984394,8.8168,-11.5577,18.6168
1759160984434,-8.8168,-14.9704,0.9832
1759160984474,-14.2658,-10.2682,-4.4658
1759160984514,-0.0000,-0.0000,9.8000
1759160984554,14.2658,10.2682,24.0658
1759160984594,8.8168,14.9704,18.6168
1759160984634,-8.8168,11.5577,0.9832
1759160984674,-14.2658,1.8800,-4.4658
1759160984714,-0.0000,-8.8168,9.8000
1759160984754,14.2658,-14.7343,24.0658
1759160984794,8.8168,-12.6649,18.6168
1759160984834,-8.8168,-3.7303,0.9832
1759160984874,-14.2658,7.2263,-4.4658
1759160984914,0.0000,14.2658,9.8000
1759160984954,14.2658,13.5724,24.0658
1759160984994,8.8168,5.5219,18.6168
1759160985034,-8.8168,-5.5219,0.9832
1759160985074,-14.2658,-13.5724,-4.4658
1759160985114,-0.0000,-14.2658,9.8000
1759160985154,14.2658,-7.2263,24.0658
1759160985194,8.8168,3.7303,18.6168
1759160985234,-8.8168,12.6649,0.9832
1759160985274,-14.2658,14.7343,-4.4658
1759160985314,0.0000,8.8168,9.8000
1759160985354,14.2658,-1.8800,24.0658
1759160985394,8.8168,-11.5577,18.6168
1759160985434,-8.8168,-14.9704,0.9832
1759160985474,-14.2658,-10.2682,-4.4658
1759160985514,-0.0000,-0.0000,9.8000
1759160985554,14.2658,10.2682,24.0658
1759160985594,8.8168,14.9704,18.6168
1759160985634,-8.8168,11.5577,0.9832
1759160985674,-14.2658,1.8800,-4.4658
1759160985714,-0.0000,-8.8168,9.8000
1759160985754,14.2658,-14.7343,24.0658
1759160985794,8.8168,-12.6649,18.6168
1759160985834,-8.8168,-3.7303,0.9832
1759160985874,-14.2658,7.2263,-4.4658
1759160985914,0.0000,14.2658,9.8000
1759160985954,14.2658,13.5724,24.0658
1759160985994,8.8168,5.5219,18.6168
1759160986034,-8.8168,-5.5219,0.9832
1759160986074,-14.2658,-13.5724,-4.4658
1759160986114,-0.0000,-14.2658,9.8000
1759160986154,14.2658,-7.2263,24.0658
1759160986194,8.8168,3.7303,18.6168
1759160986234,-8.8168,12.6649,0.9832
1759160986274,-14.2658,14.7343,-4.4658
1759160986314,0.0000,8.8168,9.8000
1759160986354,14.2658,-1.8800,24.0658
1759160986394,8.8168,-11.5577,18.6168
1759160986434,-8.8168,-14.9704,0.9832
1759160986474,-14.2658,-10.2682,-4.4658
1759160986514,0.0000,-0.0000,9.8000
1759160986554,14.2658,10.2682,24.0658
1759160986594,8.8168,14.9704,18.6168
1759160986634,-8.8168,11.5577,0.9832
1759160986674,-14.2658,1.8800,-4.4658
1759160986714,-0.0000,-8.8168,9.8000
1759160986754,14.2658,-14.7343,24.0658
1759160986794,8.8168,-12.6649,18.6168
1759160986834,-8.8168,-3.7303,0.9832
1759160986874,-14.2658,7.2263,-4.4658
1759160986914,0.0000,14.2658,9.8000
1759160986954,14.2658,13.5724,24.0658
1759160986994,8.8168,5.5219,18.6168
1759160987034,-8.8168,-5.5219,0.9832
1759160987074,-14.2658,-13.5724,-4.4658
1759160987114,-0.0000,-14.2658,9.8000
1759160987154,14.2658,-7.2263,24.0658
1759160987194,8.8168,3.7303,18.6168
1759160987234,-8.8168,12.6649,0.9832
1759160987274,-14.2658,14.7343,-4.4658
1759160987314,0.0000,8.8168,9.8000
1759160987354,14.2658,-1.8800,24.0658
1759160987394,8.8168,-11.5577,18.6168
1759160987434,-8.8168,-14.9704,0.9832
1759160987474,-14.2658,-10.2682,-4.4658
1759160987514,0.0000,-0.0000,9.8000
1759160987554,14.2658,10.2682,24.0658
1759160987594,8.8168,14.9704,18.6168
1759160987634,-8.8168,11.5577,0.9832
1759160987674,-14.2658,1.8800,-4.4658
1759160987714,-0.0000,-8.8168,9.8000
1759160987754,14.2658,-14.7343,24.0658
1759160987794,8.8168,-12.6649,18.6168
1759160987834,-8.8168,-3.7303,0.9832
1759160987874,-14.2658,7.2263,-4.4658
1759160987914,0.0000,14.2658,9.8000
1759160987954,14.2658,13.5724,24.0658
1759160987994,8.8168,5.5219,18.6168
1759160988034,-8.8168,-5.5219,0.9832
1759160988074,-14.2658,-13.5724,-4.4658
1759160988114,0.0000,-14.2658,9.8000
1759160988154,14.2658,-7.2263,24.0658
1759160988194,8.8168,3.7303,18.6168
1759160988234,-8.8168,12.6649,0.9832
1759160988274,-14.2658,14.7343,-4.4658
1759160988314,0.0000,8.8168,9.8000
1759160988354,14.2658,-1.8800,24.0658
1759160988394,8.8168,-11.5577,18.6168
1759160988434,-8.8168,-14.9704,0.9832
1759160988474,-14.2658,-10.2682,-4.4658
1759160988514,-0.0000,-0.0000,9.8000
1759160988554,14.2658,10.2682,24.0658
1759160988594,8.8168,14.9704,18.6168
1759160988634,-8.8168,11.5577,0.9832
1759160988674,-14.2658,1.8800,-4.4658
1759160988714,-0.0000,-8.8168,9.8000
1759160988754,14.2658,-14.7343,24.0658
1759160988794,8.8168,-12.6649,18.6168
1759160988834,-8.8168,-3.7303,0.9832
1759160988874,-14.2658,7.2263,-4.4658
1759160988914,-0.0000,14.2658,9.8000
1759160988954,14.2658,13.5724,24.0658
1759160988994,8.8168,5.5219,18.6168
1759160989034,-8.8168,-5.5219,0.9832
1759160989074,-14.2658,-13.5724,-4.4658
1759160989114,-0.0000,-14.2658,9.8000
1759160989154,14.2658,-7.2263,24.0658
1759160989194,8.8168,3.7303,18.6168
1759160989234,-8.8168,12.6649,0.9832
1759160989274,-14.2658,14.7343,-4.4658
1759160989314,-0.0000,8.8168,9.8000
1759160989354,14.2658,-1.8800,24.0658
1759160989394,8.8168,-11.5577,18.6168
1759160989434,-8.8168,-14.9704,0.9832
1759160989474,-14.2658,-10.2682,-4.4658
1759160989514,-0.0000,-0.0000,9.8000
1759160989554,14.2658,10.2682,24.0658
1759160989594,8.8168,14.9704,18.6168
1759160989634,-8.8168,11.5577,0.9832
1759160989674,-14.2658,1.8800,-4.4658
1759160989714,-0.0000,-8.8168,9.8000
1759160989754,14.2658,-14.7343,24.0658
1759160989794,8.8168,-12.6649,18.6168
1759160989834,-8.8168,-3.7303,0.9832
1759160989874,-14.2658,7.2263,-4.4658
1759160989914,-0.0000,14.2658,9.8000
1759160989954,14.2658,13.5724,24.0658
1759160989994,8.8168,5.5219,18.6168
1759160990034,-8.8168,-5.5219,0.9832
1759160990074,-14.2658,-13.5724,-4.4658
1759160990114,-0.0000,-14.2658,9.8000
1759160990154,14.2658,-7.2263,24.0658
1759160990194,8.8168,3.7303,18.6168
1759160990234,-8.8168,12.6649,0.9832
1759160990274,-14.2658,14.7343,-4.4658
1759160990314,-0.0000,8.8168,9.8000
1759160990354,14.2658,-1.8800,24.0658
1759160990394,8.8168,-11.5577,18.6168
1759160990434,-8.8168,-14.9704,0.9832
1759160990474,-14.2658,-10.2682,-4.4658
1759160990514,-0.0000,0.0000,9.8000
1759160990554,14.2658,10.2682,24.0658
1759160990594,8.8168,14.9704,18.6168
1759160990634,-8.8168,11.5577,0.9832
1759160990674,-14.2658,1.8800,-4.4658
1759160990714,-0.0000,-8.8168,9.8000
1759160990754,14.2658,-14.7343,24.0658
1759160990794,8.8168,-12.6649,18.6168
1759160990834,-8.8168,-3.7303,0.9832
1759160990874,-14.2658,7.2263,-4.4658
1759160990914,-0.0000,14.2658,9.8000
1759160990954,14.2658,13.5724,24.0658
1759160990994,8.8168,5.5219,18.6168
1759160991034,-8.8168,-5.5219,0.9832
1759160991074,-14.2658,-13.5724,-4.4658
1759160991114,-0.0000,-14.2658,9.8000
1759160991154,14.2658,-7.2263,24.0658
1759160991194,8.8168,3.7303,18.6168
1759160991234,-8.8168,12.6649,0.9832
1759160991274,-14.2658,14.7343,-4.4658
1759160991314,-0.0000,8.8168,9.8000
1759160991354,14.2658,-1.8800,24.0658
1759160991394,8.8168,-11.5577,18.6168
1759160991434,-8.8168,-14.9704,0.9832
1759160991474,-14.2658,-10.2682,-4.4658
1759160991514,-0.0000,-0.0000,9.8000
1759160991554,14.2658,10.2682,24.0658
1759160991594,8.8168,14.9704,18.6168
1759160991634,-8.8168,11.5577,0.9832
1759160991674,-14.2658,1.8800,-4.4658
1759160991714,-0.0000,-8.8168,9.8000
1759160991754,14.2658,-14.7343,24.0658
1759160991794,8.8168,-12.6649,18.6168
1759160991834,-8.8168,-3.7303,0.9832
1759160991874,-14.2658,7.2263,-4.4658
1759160991914,-0.0000,14.2658,9.8000
1759160991954,14.2658,13.5724,24.0658
1759160991994,8.8168,5.5219,18.6168
1759160992034,-8.8168,-5.5219,0.9832
1759160992074,-14.2658,-13.5724,-4.4658
1759160992114,-0.0000,-14.2658,9.8000
1759160992154,14.2658,-7.2263,24.0658
1759160992194,8.8168,3.7303,18.6168
1759160992234,-8.8168,12.6649,0.9832
1759160992274,-14.2658,14.7343,-4.4658
1759160992314,0.0000,8.8168,9.8000
1759160992354,14.2658,-1.8800,24.0658
1759160992394,8.8168,-11.5577,18.6168
1759160992434,-8.8168,-14.9704,0.9832
1759160992474,-14.2658,-10.2682,-4.4658
1759160992514,-0.0000,-0.0000,9.8000
1759160992554,14.2658,10.2682,24.0658
1759160992594,8.8168,14.9704,18.6168
1759160992634,-8.8168,11.5577,0.9832
1759160992674,-14.2658,1.8800,-4.4658
1759160992714,-0.0000,-8.8168,9.8000
1759160992754,14.2658,-14.7343,24.0658
1759160992794,8.8168,-12.6649,18.6168
1759160992834,-8.8168,-3.7303,0.9832
1759160992874,-14.2658,7.2263,-4.4658
1759160992914,-0.0000,14.2658,9.8000
1759160992954,14.2658,13.5724,24.0658
1759160992994,8.8168,5.5219,18.6168
1759160993034,-8.8168,-5.5219,0.9832
1759160993074,-14.2658,-13.5724,-4.4658
1759160993114,0.0000,-14.2658,9.8000
1759160993154,14.2658,-7.2263,24.0658
1759160993194,8.8168,3.7303,18.6168
1759160993234,-8.8168,12.6649,0.9832
1759160993274,-14.2658,14.7343,-4.4658
1759160993314,0.0000,8.8168,9.8000
1759160993354,14.2658,-1.8800,24.0658
1759160993394,8.8168,-11.5577,18.6168
1759160993434,-8.8168,-14.9704,0.9832
1759160993474,-14.2658,-10.2682,-4.4658
1759160993514,-0.0000,-0.0000,9.8000
1759160993554,14.2658,10.2682,24.0658
1759160993594,8.8168,14.9704,18.6168
1759160993634,-8.8168,11.5577,0.9832
1759160993674,-14.2658,1.8800,-4.4658
1759160993714,-0.0000,-8.8168,9.8000
1759160993754,14.2658,-14.7343,24.0658
1759160993794,8.8168,-12.6649,18.6168
1759160993834,-8.8168,-3.7303,0.9832
1759160993874,-14.2658,7.2263,-4.4658
1759160993914,-0.0000,14.2658,9.8000
1759160993954,14.2658,13.5724,24.0658
1759160993994,8.8168,5.5219,18.6168
1759160994034,-8.8168,-5.5219,0.9832
1759160994074,-14.2658,-13.5724,-4.4658
1759160994114,0.0000,-14.2658,9.8000
1759160994154,14.2658,-7.2263,24.0658
1759160994194,8.8168,3.7303,18.6168
1759160994234,-8.8168,12.6649,0.9832
1759160994274,-14.2658,14.7343,-4.4658
1759160994314,0.0000,8.8168,9.8000
1759160994354,14.2658,-1.8800,24.0658
1759160994394,8.8168,-11.5577,18.6168
1759160994434,-8.8168,-14.9704,0.9832
1759160994474,-14.2658,-10.2682,-4.4658
1759160994514,-0.0000,-0.0000,9.8000
1759160994554,14.2658,10.2682,24.0658
1759160994594,8.8168,14.9704,18.6168
1759160994634,-8.8168,11.5577,0.9832
1759160994674,-14.2658,1.8800,-4.4658
1759160994714,-0.0000,-8.8168,9.8000
1759160994754,14.2658,-14.7343,24.0658
1759160994794,8.8168,-12.6649,18.6168
1759160994834,-8.8168,-3.7303,0.9832
1759160994874,-14.2658,7.2263,-4.4658
1759160994914,-0.0000,14.2658,9.8000
1759160994954,14.2658,13.5724,24.0658
1759160994994,8.8168,5.5219,18.6168
1759160995034,-8.8168,-5.5219,0.9832
1759160995074,-14.2658,-13.5724,-4.4658
1759160995114,0.0000,-14.2658,9.8000
1759160995154,14.2658,-7.2263,24.0658
1759160995194,8.8168,3.7303,18.6168
1759160995234,-8.8168,12.6649,0.9832
1759160995274,-14.2658,14.7343,-4.4658
1759160995314,0.0000,8.8168,9.8000
1759160995354,14.2658,-1.8800,24.0658
1759160995394,8.8168,-11.5577,18.6168
1759160995434,-8.8168,-14.9704,0.9832
1759160995474,-14.2658,-10.2682,-4.4658
1759160995514,-0.0000,-0.0000,9.8000
1759160995554,14.2658,10.2682,24.0658
1759160995594,8.8168,14.9704,18.6168
1759160995634,-8.8168,11.5577,0.9832
1759160995674,-14.2658,1.8800,-4.4658
1759160995714,-0.0000,-8.8168,9.8000
1759160995754,14.2658,-14.7343,24.0658
1759160995794,8.8168,-12.6649,18.6168
1759160995834,-8.8168,-3.7303,0.9832
1759160995874,-14.2658,7.2263,-4.4658
1759160995914,-0.0000,14.2658,9.8000
1759160995954,14.2658,13.5724,24.0658
1759160995994,8.8168,5.5219,18.6168
1759160996034,-8.8168,-5.5219,0.9832
1759160996074,-14.2658,-13.5724,-4.4658
1759160996114,0.0000,-14.2658,9.8000
1759160996154,14.2658,-7.2263,24.0658
1759160996194,8.8168,3.7303,18.6168
1759160996234,-8.8168,12.6649,0.9832
1759160996274,-14.2658,14.7343,-4.4658
1759160996314,0.0000,8.8168,9.8000
1759160996354,14.2658,-1.8800,24.0658
1759160996394,8.8168,-11.5577,18.6168
1759160996434,-8.8168,-14.9704,0.9832
1759160996474,-14.2658,-10.2682,-4.4658
1759160996514,0.0000,-0.0000,9.8000
1759160996554,14.2658,10.2682,24.0658
1759160996594,8.8168,14.9704,18.6168
1759160996634,-8.8168,11.5577,0.9832
1759160996674,-14.2658,1.8800,-4.4658
1759160996714,-0.0000,-8.8168,9.8000
1759160996754,14.2658,-14.7343,24.0658
1759160996794,8.8168,-12.6649,18.6168
1759160996834,-8.8168,-3.7303,0.9832
1759160996874,-14.2658,7.2263,-4.4658
